id,제목,요약,시도,시군구,주제,세부주제,문화원,태그,키워드,썸네일,주소,위도,경도,출판년도,저작권,멀티미디어수,원문URL,수집council
9726,"꽃내음 가득한 우리나라 최대 규모의 화훼시장, 서울 양재동화훼공판장","서울특별시 서초구 양재동에는 양재동화훼공판장이 있다. 정식 명칭은 한국농수산식품유통공사 화훼공판장이며, 양재꽃시장이라 불리기도 한다. 우리나라에서 가장 큰 규모의 화훼시장이다. 필요 상황에 따라 작은 모종에서부터 꽃다발, 화분, 인테리어 용품까지 꽃과 식물에 관련한 여러 물품들을 한 곳에서 구매할 수 있다. 양재동화훼공판장 가까이에는 양재시민의숲이 있어 산책 코스로 좋다. 양재시민의숲 안에는 매헌윤봉길의사기념관도 있어 윤봉길 의사의 숭고한 독립정신을 되새겨볼 수 있다.",서울특별시,서초구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",서초문화원,"서울미래유산, 서울 전통시장, 서울 가볼만한곳","양재동, 양재시민의숲역, 양재동화훼공판장, 양재시민의숲, 매헌윤봉길의사기념관",https://minio.nculture.org/amsweb-opt/multimedia_assets/32/97387/108354/c/서울-양재동화훼공판장_내부-(1)_rev-thumb.jpg,서울특별시 서초구 양재동 232,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9726,서초문화원
9653,청춘의 활기가 느껴지는 서울 뚝도청춘시장,"서울특별시 성동구 성수로2가에는 뚝도청춘시장이라는 전통시장이 있다. 뚝도는 임금의 행차를 의미하는 둑기를 세웠던 섬이란 의미이다. 뚝도청춘시장은 처음에 뚝도시장이라 불렸다. 과거 서울의 3대 시장이라 꼽힐 만큼 대형 시장이었으나 쇠퇴의 길을 걷다가, 최근 청년 상인들의 유입으로 활기를 띠고 있다. 시장의 명칭도 뚝도청춘시장이라 바뀌었으며 그만큼 청년들의 개성 넘치는 점포가 많다. 뚝도청춘시장은 전통시장 안에서 새롭고 젊은 분위기가 조화롭게 느껴지는 시장으로 다양한 볼거리와 먹거리를 즐길 수 있다.",서울특별시,구로구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",성동문화원,"서울 전통시장, 서울 가볼만한곳","성수동, 뚝섬, 뚝도청춘시장, 성수역, 국말이떡",https://minio.nculture.org/amsweb-opt/multimedia_assets/42/97397/108480/c/서울-뚝도시장_뚝도시장-내부-(1)_rev-thumb.jpg,서울특별시 성동구 성수동2가 335-64,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9653,성동문화원
3489,보부상 출신으로 알려진 조선 후기 관리 이용익,"조선 후기 보부상은 일본에 맞서서 일본 제일은행권의 유통을 저지하는 일에도 조직적으로 나섰는데, 그 배후에는 보부상 출신의 이용익(李容翊)이 있었다고 한다. 이용익은 1854년 함경북도 명천군에서 출생하였다. 그는 보부상으로 행상하여 자금을 모았으며, 고종의 신임을 얻어 군부대신, 탁지부대신에 임명되어 군사와 재정을 장악하는 위치에까지 오른다.",서울특별시,성북구,한국 시장의 구성과 운영,전통시장 판매 물품과 장인,성북문화원,보부상,"광산, 보부상, 이용익, 보성전문학교, 화폐개혁, 백동화, 고려대학교",https://minio.nculture.org/amsweb-opt/multimedia_assets/105/25444/10642/c/25444-thumb.jpg,,,,2018.0,국립민속박물관,2,https://ncms.nculture.org/market/story/3489,성북문화원
7613,일상에서 마주한 여성 상인들을 따뜻하게 그려낸 박래현,박래현의 그림에는 장터를 오가는 여성들이 등장한다. 오로지 여성만을 등장시켜서 주체적인 여성상을 표현하고 있다. 한국전쟁 후 가난했던 시절 많은 여성들은 가정의 생계를 위해 일을 해야만 했다. 박래현은 당시 여성들이 삶을 위해 고군분투했던 일상의 장면을 따뜻하고 부드러운 색으로 그려낸다. 가사노동과 육아에 생계까지 나설 수밖에 없었던 그 시절 여성들에게 보내는 동지애가 아니었을까?,서울특별시,성북구,그림으로 보는 한국의 전통시장,상인을 그린 작가,성북문화원,"한국전쟁, 화가, 근현대 시장 풍경","시장상인, 동양화, 박래현, 여성상인",,,,,,,0,https://ncms.nculture.org/market/story/7613,성북문화원
3472,나루터를 중심으로 열리던 송파장,"'송파장'은 현재 서울특별시 송파구 석촌 호수 일대에서 열리던 오일장이었다. 원래는 오일장이었으나, 매일 장을 찾는 사람들로 붐비면서 점점 상설 시장화가 되었다. 또한 송파장은 지리적 이점으로 '전국 15대 시장' 한 곳으로 불릴 만큼 한양 인근에 개설되는 향시 중 가장 큰 장이기도 했다.",서울특별시,송파구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",송파문화원,"송파, 서울 전통시장, 지역시장 향시","송파장, 석촌호수, 송파나루, 삼전도, 을축년 대홍수",https://minio.nculture.org/amsweb-opt/multimedia_assets/166/111415/150198/c/송파장_을축년-대흥수가-지나간-송파지역_서울역사박물관_제1유형-thumb.jpg,서울특별시 종로구 새문안로 55,37.5704968494713,126.97107522045,2023.0,서울역사박물관,1,https://ncms.nculture.org/market/story/3472,송파문화원
3250,농수산물 유통 근대화를 위해 만들어진 가락시장,가락시장은 전국에서 가장 규모가 큰 농수산물 도매시장으로 농수산물의 유통 근대화를 위해 만들어졌다. 1986년 6월 개장 이후 끊임없이 성장하여 전국 공영도매시장 물량의 약 35%를 처리하는 대형 시장이 되었다. 2009년부터 시설현대화 사업을 진행하고 있다.,서울특별시,송파구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",송파문화원,"송파, 도매시장, 서울 전통시장, 드라마 촬영지","가락동, 가락시장, 농수산물 도매시장, 가락몰, 드라마 <일타스캔들>",https://minio.nculture.org/amsweb-opt/multimedia_assets/116/28901/8817/c/28901-thumb.jpg,,,,2018.0,한국문화원연합회,11,https://ncms.nculture.org/market/story/3250,송파문화원
7243,"도매시장 중심의 유통 체계 개선, 가락시장 설립","국내최대 농수산물 도매시장인 가락시장. 이곳에는 매일 전국에서 농수산물이 모인다. 365일 24시간 영업하는 가락시장은 전세계에서 가장 많은 거래량을 자랑한다. 가락시장은 1985년 6월 시작하여 올해로 36년의 역사가 흘렀다. 손가락과 수기로 하던 경매는 전자시스템으로 바뀐지 오래고, 2015년 가락몰로 재단장하여 시장의 모습은 바뀌었지만, 늘 바삐 움직이는 상인들과 이곳에서 거래되는 농수산물은 예나 지금이나 변화가 없다.",서울특별시,송파구,기록으로 보는 한국의 전통시장,사진이 남긴 전통시장의 풍경,"서울시문화원연합회, 송파문화원","도매시장, 서울 전통시장, 수산시장, 드라마 촬영지","가락동, 도매시장, 가락시장, 농수산물 도매시장, 드라마 <일타스캔들>",https://minio.nculture.org/amsweb-opt/multimedia_assets/103/97979/116950/c/서울-가락시장_가락시장-내부-(1)_rev-thumb.jpg,서울특별시 송파구 양재대로 932,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/7243,송파문화원
9729,"야구장과 호수공원 나들이객의 먹거리 천국, 서울 잠실새마을전통시장","서울특별시 송파구 잠실동에는 잠실새마을전통시장이 있다. 1970년대 형성된 전통시장으로, 최근 현대화 사업이 진행되어 쾌적하고 안전한 환경에서 쇼핑을 즐길 수 있다. 또한 온라인 주문을 통한 배달 서비스도 진행하고 있어 고객에게 편의를 제공하고 있다. 시장 주변에 잠실야구장과 석촌호수가 있어 경기를 관람하고 나들이를 하며 먹을 간식을 찾는 사람들로 붐빈다. 이 밖에도 롯데월드와 서울스카이 등 가볼 만한 명소가 많다.",서울특별시,송파구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",송파문화원,"서울 전통시장, 서울 가볼만한곳","석촌호수, 잠실동, 잠실새마을전통시장, 잠실야구장, 서울스카이",https://minio.nculture.org/amsweb-opt/multimedia_assets/44/97399/108504/c/서울-새마을전통시장_내부-(1)_rev-thumb.jpg,서을특별시 송파구 잠실동 205-15,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9729,송파문화원
3429,우리나라 최초의 유통전문가 경강상인,"'경강(京江)' 이란 한강 중에서 한성부가 관할하는 광나루부터 양화진까지의 물줄기를 말한다. 조선 후기 경강 지역을 근거로 하여 대동미 운수업 및 각종 상업 활동에 종사했던 상인을 ‘경강상인’이라고 부른다. 경강상인의 중심세력은 위탁매매를 주 업무로 삼는 객주였다. 숙박, 창고, 금융 등의 여러 가지 편의를 제공해 주었다. 그래서 경강상인을 우리나라 최초의 ‘유통전문가’라고도 부른다.",서울특별시,영등포구,한국 시장의 구성과 운영,전통시장 판매 물품과 장인,"마포문화원, 영등포문화원, 용산문화원","객주, 한강, 포구","상인, 객주, 한강, 세곡선, 경강상인, 경강, 강상",,,,,,,0,https://ncms.nculture.org/market/story/3429,용산문화원
7730,드라마 「동백꽃 필 무렵」의 해방촌 신흥시장,"최근 장안의 화제가 되었던 드라마 <동백꽃 필 무렵>. 드라마의 인기만큼 드라마 촬영지였던 포항 구룡포마을도 화제가 되었다. 사실 이 드라마의 촬영지는 구룡포 마을 외에도 여러 곳이다. 서울특별시 용산구의 신흥시장도 중요한 촬영 장소 중 하나이다. 동백의 아들인 필구가 엄마와 만나고, 용식 아저씨를 만나는 오락실이 신흥시장에 있다. 지금은 찾기 어려워진 오락실이 있는 신흥시장은 과거와 현재가 함께 있는 곳이다.",서울특별시,용산구,드라마와 영화 속 한국의 전통시장,드라마 속 전통시장,용산문화원,"한국전쟁, 피난민, 드라마 촬영지","실향민, 용산, 해방촌, 동백꽃 필 무렵, 신흥시장, 월남민",https://minio.nculture.org/amsweb-opt/multimedia_assets/199/85124/84510/c/%ED%95%B4%EB%B0%A9%EC%B4%8C-%EC%8B%A0%ED%9D%A5%EC%8B%9C%EC%9E%A5_%ED%95%B4%EB%B0%A9%EC%B4%8C-%EC%A0%84%EA%B2%BD_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%97%AD%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80-%ED%98%84%EB%8C%80%EC%82%AC%EC%95%84%EC%B9%B4%EC%9D%B4%EB%B8%8C_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,서울특별시 용산구 신흥로 95-9 (해방촌 신흥시장),37.5453237853314,126.985085542346,2021.0,대한민국역사박물관 현대사아카이브,1,https://ncms.nculture.org/market/story/7730,용산문화원
3457,조선시대 배오개장을 계승한 광장시장,"'광장시장'은 1905년 한국인에 의해 만들어진 최초의 상설시장으로 조선후기 종로 지역에 있던 배오개장의 전통을 계승한 시장이다. 주요품목은 직물과 한복 등이며, 먹거리와 구제 상품 등을 중심으로 활성화되어 하루에 6만 5천여 명이 방문하는 한국을 대표하는 대형 종합 시장이다.",서울특별시,종로구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",종로문화원,"시장음식, 종로, 서울 전통시장, 김밥, 한양의 3대시장, 예능프로그램 촬영지","광장시장, 배오개장, 상설시장, 동대문시장, 광장패션스쿨, 광장시장 먹거리, 무한도전, 1박2일 시즌4, 놀라운 토요일",https://minio.nculture.org/amsweb-opt/multimedia_assets/137/29182/19959/c/29182-thumb.jpg,,,,2018.0,한국문화원연합회,3,https://ncms.nculture.org/market/story/3457,종로문화원
3326,조선시대의 시장,"조선시대의 시장은 고려 시대와 유사한 형태로 경시와 향시 그리고 국제시장으로 구성되었다. 조선 초기에는 시장이 발전하지 못했지만, 조선 후기에는 상공업을 육성하면서 전기보다 발전했다. 특히 한양의 상권은 육의전이 장악했고, 지방의 향시들은 인구의 증가와 생산력 향상에 힘입어 양적인 면에서 크게 성장하였다. 또한, 국제시장에서는 개성상인을 중심으로 일본 및 중국과의 거래가 활성화되었다.",전국,,한국 시장의 형성과 변화,시대에 따른 시장의 변화,종로문화원,"조선시대 시장, 시장의 역사","조선, 육의전, 국제시장, 난전, 종로시장, 향시, 특수시장, 왜관개시, 중강개시, 책문후시, 북관개시",https://minio.nculture.org/amsweb-opt/multimedia_assets/9/24802/6973/c/24802-thumb.jpg,,,,2018.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/3326,종로문화원
7914,서울시 미래유산으로 지정된 통인시장의 기름떡볶이,떡볶이로 유명한 시장이 있다. 바로 서울특별시 종로구의 통인시장이다. 통인시장의 기름떡볶이는 특별하다. 양념을 바르고 재운 떡을 기름에 볶는 특징이 있다. 한국전쟁 후 북에서 내려온 맹씨 할머니에 의해서 탄생한 기름떡볶이는 자하문로 근처에서 시작해 60년의 역사를 훌쩍 넘겼다. 역사가 긴 만큼 기름떡볶이를 찾는 오래된 단골이 많다. 부모와 자식이 함께 즐기는 기름떡볶이는 이제 외국 관광객들의 입맛도 사로잡았다.,서울특별시,종로구,한국 시장의 구성과 운영,전국적으로 소문 난 시장음식,종로문화원,"서울미래유산, 서울 전통시장, 서울 맛집","떡볶이, 통인시장, 기름떡볶이",,,,,,,0,https://ncms.nculture.org/market/story/7914,종로문화원
8442,"국내 최대 중고 의류 및 물품 판매소, 동묘 벼룩시장","동묘 벼룩시장에는 신기한 보물이 가득하다. 매의 눈으로 찾아보면 일반 의류매장에서 돈을 주고 구매할 수 없는 다양한 물건들을 운좋게 구입할 수 있다. 동묘벼룩시장은 빈티지 의류로, 멋을 좀 안다는 사람들이 즐겨 찾는 곳이며, 각종 수집마니아들이 보물을 낚아채려고 호시탐탐 찾는 곳이다. 언제부턴가 외국인들도 한국을 기념하는 상품을 사기 위해 찾고 있어서 정말 국제적인 명소가 되었다.",서울특별시,종로구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",종로문화원,"서울 전통시장, 레트로 여행, 서장 생활 모습","청계천, 벼룩시장, 동묘, 숭인동",,,,,,,0,https://ncms.nculture.org/market/story/8442,종로문화원
3282,국가에서 허가받은 장사꾼 시전상인,"물건을 벌여 놓고 파는 상설 상점을 ‘전(廛)’이라고 한다. 고려시대의 시전은 국가에서 일정한 건물들을 지어 주고, 상인들은 시전 건물들을 빌려서 물건을 팔거나 거래를 하였다. 대신 국가에 일정한 액수의 세금을 지불하거나, 관에서 필요한 물품들을 납품하였다. 조선시대의 시전상인들은 국가로부터 특정 상품에 대한 ‘독점판매권’과 임시로 길가에 벌여 놓고 물건을 판매하는 난전(亂廛)을 금지시킬 수 있는 특권을 가지고 있었다. 그러다가 18세기 후반에 들어서 민간 상공업이 발달하고, 개항 이후 외국 상품이 유입되어 ‘금난전권’은 붕괴가 된다. 따라서 국가로부터 특권을 받았던‘시전상인’ 들도 자취를 감추게 된다.&nbsp;",서울특별시,종로구,한국 시장의 구성과 운영,전통시장 판매 물품과 장인,종로문화원,"금난전권, 종로, 시전상인, 조선시대 시장, 난전상인","시장, 육의전, 금난전권, 종로, 시전, 시전상인",https://minio.nculture.org/amsweb-opt/multimedia_assets/9/24802/6973/c/24802-thumb.jpg,,,,2018.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/3282,종로문화원
3466,서울 미래유산에 등재된 서울풍물시장,"'서울풍물시장'은 서울특별시 동대문구 신설동에 자리하고 있으며, 원래는황학동에 있었던 ‘벼룩시장’에서 유래한 시장이다. 2004년에 동대문운동장으로 이전했다가 동대문운동장이 공원화되면서 현재의 위치로 이전하였고, 공식 명칭을 서울풍물시장으로 변경하였다. 주로 옛 풍물과 일생생활용품, 관광, 토속상품, 민속 먹거리 등을 판매하고 있다. 또한, 서울풍물시장은 2013년에 서울 미래유산으로 등록되었다.",서울특별시,중구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장","동대문문화원, 서울중구문화원","서울미래유산, 서울 전통시장, 레트로 여행지, 예능프로그램과 시장","도깨비시장, 벼룩시장, 골동품, 서울풍물시장, 고물시장, 만물시장, 개미시장, 마지막시장, 놀라운 토요일",https://minio.nculture.org/amsweb-opt/multimedia_assets/46/27604/12143/c/27604-thumb.jpg,,,,2018.0,한국문화원연합회,8,https://ncms.nculture.org/market/story/3466,서울중구문화원
3437,의류 전문 도매시장 평화시장,"서울특별시 중구에 위치한 평화시장은 대한민국 최대의 의류 전문 도매시장이다. 원래 한국전쟁 때 북에서 내려온 피난민들에 의해 형성되었으며, 1958년 대화재 이후 1961년 3층 규모의 현대식 건물이 만들어지면서 우리나라를 대표하는 의류 전문 도매시장으로 성장하게 되었다.&nbsp;",서울특별시,중구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",서울중구문화원,"서울미래유산, 도매시장, 서울 전통시장, 의류","평화시장, 청계천시장, 의류 도매시장, 전태일, 동대문패션타운",https://minio.nculture.org/amsweb-opt/multimedia_assets/53/27652/8244/c/27652-thumb.jpg,,,,2018.0,한국문화원연합회,6,https://ncms.nculture.org/market/story/3437,서울중구문화원
3263,한국 패션의 중심지인 동대문시장,"동대문시장은 조선시대 개설된 '배오개장'의 전통을 잇고 있다. 통상적으로 광장시장부터 신성종합시장 내에 위치한 전통시장과 대형 상가들을 아울러 ‘동대문시장’이라고 말한다. 동대문시장은 패션에 관한 모든 상품을 기획・생산・판매가 이루어지는 종합 패션의류시장이며, 3만 5천 개의 점포에서 15만 명이 종사하고 있다. 또한 하루 평균 40만 명의 사람들이 방문하는 한국을 대표하는 시장이다.",서울특별시,중구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",서울중구문화원,"동대문, 서울미래유산, 도매시장, 서울 전통시장, 드라마 촬영지","배오개장, 동대문시장, 동부채장, 동대문패션축제, 드라마 패션왕",https://minio.nculture.org/amsweb-opt/multimedia_assets/53/27652/8244/c/27652-thumb.jpg,,,,2018.0,한국문화원연합회,4,https://ncms.nculture.org/market/story/3263,서울중구문화원
7915,"우리나라 최초의 도매 꽃상가, 남대문시장 대도꽃종합상가","가장 오랜 역사와 가장 큰 규모를 자랑하는 남대문시장에는 없는 게 없다. 지금은 생화 대신 조화를 판매하는 곳이 많지만 한때 남대문시장에는 우리나라 최초의 생화 도매시장이 있었다고 한다. 꽃 도매시장이 언제 어떤 모습으로 있었는지에 대해서 기록은 정확하지 않지만 신문자료를 기반으로 추측해 보면 1967년 5월 남대문시장 인근 골목에 처음으로 상설 도매시장이 열렸고, 이후 1970년대에 들어서 상가 건물에 지역 화훼조합 중심으로 시장이 열렸던 것으로 보인다.",서울특별시,중구,한국 시장의 형성과 변화,시대에 따른 시장의 변화,서울중구문화원,"도매시장, 서울 전통시장, 수산시장","남대문시장, 대도종합상가, 꽃시장, 꽃도매시장",https://minio.nculture.org/amsweb-opt/multimedia_assets/207/85134/96198/c/%EC%84%9C%EC%9A%B8-%EB%82%A8%EB%8C%80%EB%AC%B8%EC%8B%9C%EC%9E%A5_%EC%A0%84%EA%B2%BD_%EB%8C%80%ED%95%9C%EB%AF%BC%EA%B5%AD%EC%97%AD%EC%82%AC%EB%B0%95%EB%AC%BC%EA%B4%80-%ED%98%84%EB%8C%80%EC%82%AC%EC%95%84%EC%B9%B4%EC%9D%B4%EB%B8%8C_%EC%A0%9C1%EC%9C%A0%ED%98%95-thumb.jpg,서울특별시 중구 남대문시장4길 21,37.5591863609004,126.977653709273,2021.0,대한민국역사박물관 현대사아카이브,1,https://ncms.nculture.org/market/story/7915,서울중구문화원
3340,한국을 대표하는 전통시장 남대문시장,"남대문시장은 600년 전통을 자랑하는 대한민국 대표 전통시장이다. 1414년(태종14)에 시전 형태로 개설되었으며, 1608년 난전 형태의 ‘칠패장’이 형성되면서 조선 후기 한양의 3대 시장으로 성장하였다. 남대문시장은 일상생활에 필요한 모든 상품을 구매할 수 있으며, 외국 관광객을 포함하여 하루 40만 명의 사람들이 방문하는 시장이다.",서울특별시,중구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장","종로문화원, 서울중구문화원","전통시장, 서울미래유산, 서울 전통시장","남대문시장, 칠패장, 도깨비시장, 양키시장, 남대문패션, 칼국수와 갈치조림",https://minio.nculture.org/amsweb-opt/multimedia_assets/138/29185/19947/c/29185-thumb.jpg,,,,1972.0,국가기록원,10,https://ncms.nculture.org/market/story/3340,서울중구문화원
9725,"국내 최대 규모의 건어물 성지, 서울 중부건어물시장","서울특별시 중구 오장동에는 중부건어물시장이 있다. 남대문시장과 동대문시장의 포화 상권을 해소하고자 중부시장이라는 이름으로 1959년 문을 열었다. 일반종합시장으로 시작되었지만 점차 건어물을 취급하는 상인들이 모여들며 건어물 특화 시장으로 자리 잡았고 현재 국내에서 최대 물량을 공급하는 건어물시장으로 위상이 높아졌다. 멸치, 오징어, 김 등 다양한 종류의 건어물을 취급하며, 온라인 구매도 가능하다. 매년 9월에 열리는 건어물맥주축제도 인기를 끌어 많은 이들이 방문하고 있다.",서울특별시,중구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",서울중구문화원,"서울 전통시장, 서울 가볼만한곳","오장동, 을지로4가역, 중부건어물시장, 중부시장, 신중부시장, 건어물맥주축제",https://minio.nculture.org/amsweb-opt/multimedia_assets/66/97421/108692/c/서울-중부시장_중부시장-간판-(1)_rev-thumb.jpg,서울특별시 중구 오장동 145-9,,,2022.0,한국문화원연합회,1,https://ncms.nculture.org/market/story/9725,서울중구문화원
7987,혜원 신윤복의 ‘저잣길’,조선 후기의 풍속화가 신윤복은 많은 작품을 남기지는 않았지만 양반의 풍류 세계를 해학적으로 그린 작품을 주로 남겼다. 할아버지와 아버지가 도화서 화원이었기 때문에 어린 시절부터 그림에 입문했을 것으로 보이지만 그의 생애에 대해 많이 알려진 바가 없다. 신윤복의 작품 중 ‘저잣길’에는 시장에 다녀오는 것 같은 두 명의 여성이 등장한다. 어디에서 누구를 그린 작품인지는 알 수 없으나 머리에 인 함지박에 보이는 커다란 생선을 통해서 칠패장에 다녀온 것이 아닐까 추측해 볼 수 있다.,서울특별시,중구,그림으로 보는 한국의 전통시장,상인을 그린 작가,"용산문화원, 서울중구문화원","조선시대 시장, 풍속화가, 교과서속인물","여속도첩, 저잣길, 신윤복필여속도첩, 혜원 신윤복",https://minio.nculture.org/amsweb-opt/multimedia_assets/204/85131/84523/c/혜원-신윤복_저잣길_e뮤지엄_제1유형-thumb.jpg,서울시 용산구 서빙고로 137 국립중앙박물관,37.5247022357875,126.977740246542,2021.0,국립중앙박물관,1,https://ncms.nculture.org/market/story/7987,서울중구문화원
8440,전통시장 상인의 저력을 보여주는 중랑구 우림시장,"중랑구 망우동에 위치한 우림시장은 원래 복개 도로 위 골목형 시장이었다. 지금은 다른 전통시장이 배우러 찾아오는 전통시장의 모범이 되었다. 시장 상인들이 변화하는 사회에서 이런저런 시련을 겪어 오면서 오늘날의 우림시장이 만들어지기까지의 역사는 순탄하지만은 않았다. 하지만 상인들이 힘을 모았기에 시련을 이겨낼 수 있었다. 상인들은 시장의 문화를 직접 만들고, 전통시장 최초로 셔틀버스를 도입하기도 하고, 손님들이 편하게 장을 볼 수 있도록 시설을 현대화시켰다. 우림시장이 변화하고 생존할 수 있었던 데에는 이러한 상인들의 노력이 있었다.",서울특별시,중랑구,한국의 지역별 대표 상설시장과 오일장,"서울, 인천, 경기도의 대표 상설시장과 오일장",중랑문화원,"서울 전통시장, 서울 가볼만한곳, 서장 생활 모습","우림시장, 중랑구, 망우동",,,,,,,0,https://ncms.nculture.org/market/story/8440,중랑문화원
